host_gene_id,nested_gene_id,nested_gene_name,nested_gene_type,chromosome,nested_start,nested_end,intron_start,intron_end,transcript_id
ENSG00000285646.3,ENSG00000201801.1,RNU5E-4P,snRNA,chr1,11909808,11909927,11908386,11912817,ENST00000661075.1
ENSG00000116691.13,ENSG00000202461.1,Y_RNA,misc_RNA,chr1,12024012,12024124,12022918,12024458,ENST00001012188.1
ENSG00000116691.13,ENSG00000276869.1,MIR6729,miRNA,chr1,12029158,12029222,12029142,12029222,ENST00000478749.5
ENSG00000120949.16,ENSG00000201135.1,RNU6-777P,snRNA,chr1,12077881,12077984,12063662,12084463,ENST00001086517.1
ENSG00000120949.16,ENSG00000227875.2,RPL23AP89,processed_pseudogene,chr1,12080293,12080547,12063662,12084463,ENST00001086517.1
ENSG00000120949.16,ENSG00000285604.1,ENSG00000285604,lncRNA,chr1,12088441,12092264,12084552,12097100,ENST00001086517.1
ENSG00000301863.1,ENSG00000283789.1,MIR7846,miRNA,chr1,12166943,12167038,12165707,12167409,ENST00000782365.1
ENSG00000028137.21,ENSG00000296888.1,ENSG00000296888,lncRNA,chr1,12173929,12180309,12167170,12188795,ENST00001105673.1
ENSG00000028137.21,ENSG00000263676.1,MIR4632,miRNA,chr1,12191713,12191773,12191086,12191773,ENST00001105673.1
ENSG00000297053.1,ENSG00000225196.2,RPL10P17,processed_pseudogene,chr1,12220794,12221109,12217802,12227235,ENST00000744993.1
ENSG00000297053.1,ENSG00000252969.1,SNORA70,snoRNA,chr1,12221148,12221271,12217802,12227235,ENST00000744993.1
ENSG00000048707.16,ENSG00000239149.1,SNORA59A,snoRNA,chr1,12507246,12507397,12507094,12508892,ENST00000613099.5
ENSG00000162496.12,ENSG00000221340.1,RNU6ATAC18P,snRNA,chr1,12569972,12570072,12568425,12572727,ENST00000714542.2
ENSG00000162496.12,ENSG00000276830.1,MIR6730,miRNA,chr1,12578957,12579023,12578957,12579292,ENST00000714542.2
ENSG00000162496.12,ENSG00000305650.1,ENSG00000305650,lncRNA,chr1,12607487,12616550,12596112,12617153,ENST00001117426.1
ENSG00000162494.7,ENSG00000301663.1,ENSG00000301663,lncRNA,chr1,13487560,13493162,13476100,13512962,ENST00000376085.4
ENSG00000116731.24,ENSG00000289380.1,ENSG00000289380,lncRNA,chr1,13757778,13758465,13749488,13773077,ENST00001038617.1
ENSG00000189337.17,ENSG00000252151.1,RNU6-1265P,snRNA,chr1,14124233,14124335,13893757,14180434,ENST00000636564.1
ENSG00000189337.17,ENSG00000231606.2,ENSG00000231606,lncRNA,chr1,14221887,14304445,14180593,14304589,ENST00000636564.1
ENSG00000189337.17,ENSG00000234593.4,KAZN-AS1,lncRNA,chr1,14338825,14419973,14180593,14598982,ENST00000636203.1
ENSG00000189337.17,ENSG00000302124.1,ENSG00000302124,lncRNA,chr1,14545663,14552449,14180593,14598982,ENST00000636203.1
ENSG00000189337.17,ENSG00000235829.1,TBCAP2,processed_pseudogene,chr1,14692129,14692613,14599224,14960683,ENST00000636203.1
ENSG00000189337.17,ENSG00000287756.1,ENSG00000287756,lncRNA,chr1,14774469,14777727,14599224,14960683,ENST00000636203.1
ENSG00000189337.17,ENSG00000294214.1,ENSG00000294214,lncRNA,chr1,14816218,14817051,14599224,14960683,ENST00000636203.1
ENSG00000189337.17,ENSG00000294586.1,ENSG00000294586,lncRNA,chr1,14824734,14832212,14599224,14960683,ENST00000636203.1
ENSG00000189337.17,ENSG00000293964.1,ENSG00000293964,lncRNA,chr1,14888740,14911503,14599224,14960683,ENST00000636203.1
ENSG00000175147.13,ENSG00000310342.1,ENSG00000310342,lncRNA,chr1,15124679,15126759,15124374,15152290,ENST00000310916.6
ENSG00000171729.16,ENSG00000204464.8,TMEM51-AS2,lncRNA,chr1,15164191,15171666,15152785,15210489,ENST00000974513.1
ENSG00000171729.16,ENSG00000215720.4,MFFP1,processed_pseudogene,chr1,15191828,15192845,15152785,15210489,ENST00000974513.1
ENSG00000228140.3,ENSG00000233485.2,FHAD1-AS1,lncRNA,chr1,15326680,15343890,15324497,15385394,ENST00000774218.1
ENSG00000142621.23,ENSG00000236045.1,ENSG00000236045,lncRNA,chr1,15334166,15335464,15329542,15339480,ENST00000683790.2
ENSG00000228140.3,ENSG00000236045.1,ENSG00000236045,lncRNA,chr1,15334166,15335464,15324497,15385394,ENST00000774218.1
ENSG00000233485.2,ENSG00000236045.1,ENSG00000236045,lncRNA,chr1,15334166,15335464,15329684,15343775,ENST00000428747.1
ENSG00000116138.15,ENSG00000251866.1,SCARNA21B,scaRNA,chr1,15542165,15542304,15536815,15544398,ENST00000375838.5
ENSG00000294489.1,ENSG00000236500.1,CD24P1,processed_pseudogene,chr1,15614643,15614867,15610190,15616478,ENST00000723910.1
ENSG00000116786.17,ENSG00000271742.1,ENSG00000271742,lncRNA,chr1,15682873,15683128,15681700,15716236,ENST00000850891.1
ENSG00000224459.3,ENSG00000162460.9,TMEM82,protein_coding,chr1,15742488,15747982,15740223,15749429,ENST00000418525.3
ENSG00000179743.5,ENSG00000224321.1,RPL12P14,processed_pseudogene,chr1,15792796,15793285,15790331,15796875,ENST00000746524.1
ENSG00000179743.5,ENSG00000233954.7,UQCRHL,protein_coding,chr1,15807169,15809348,15796944,15834735,ENST00000746503.1
ENSG00000179743.5,ENSG00000178715.8,ENSG00000178715,processed_pseudogene,chr1,15828232,15828669,15796944,15834735,ENST00000746503.1
ENSG00000065526.14,ENSG00000270620.1,ENSG00000270620,unprocessed_pseudogene,chr1,15917698,15917908,15916280,15918925,ENST00000673875.1
ENSG00000116809.14,ENSG00000234607.2,ENSG00000234607,processed_pseudogene,chr1,15969632,15970194,15966881,15973038,ENST00000894630.2
ENSG00000055070.19,ENSG00000226457.1,RPL22P3,processed_pseudogene,chr1,16369150,16369530,16353424,16393227,ENST00000475078.1
ENSG00000290842.2,ENSG00000226029.1,LINC01772,lncRNA,chr1,16460948,16468481,16459190,16475824,ENST00000715305.1
ENSG00000233421.6,ENSG00000277344.1,RNU1-6P,snRNA,chr1,16534081,16534224,16532170,16534789,ENST00000737526.1
ENSG00000291072.2,ENSG00000283773.1,ENSG00000283773,transcribed_unprocessed_pseudogene,chr1,16642767,16643109,16635169,16645066,ENST00000715312.1
ENSG00000215908.12,ENSG00000283773.1,ENSG00000283773,transcribed_unprocessed_pseudogene,chr1,16642767,16643109,16633347,16656503,ENST00000412962.4
ENSG00000291072.2,ENSG00000293920.1,ENSG00000293920,lncRNA,chr1,16644759,16645548,16635169,16679680,ENST00000715329.1
ENSG00000215908.12,ENSG00000293920.1,ENSG00000293920,lncRNA,chr1,16644759,16645548,16633347,16656503,ENST00000412962.4
ENSG00000291072.2,ENSG00000293901.1,ENSG00000293901,lncRNA,chr1,16645622,16646903,16635169,16679680,ENST00000715329.1
ENSG00000215908.12,ENSG00000293901.1,ENSG00000293901,lncRNA,chr1,16645622,16646903,16633347,16656503,ENST00000412962.4
ENSG00000291072.2,ENSG00000186301.8,MST1P2,transcribed_unprocessed_pseudogene,chr1,16645622,16650289,16635169,16679680,ENST00000715329.1
ENSG00000215908.12,ENSG00000186301.8,MST1P2,transcribed_unprocessed_pseudogene,chr1,16645622,16650289,16633347,16656503,ENST00000412962.4
ENSG00000291072.2,ENSG00000282143.2,ENSG00000282143,lncRNA,chr1,16656781,16670115,16635169,16679680,ENST00000715329.1
ENSG00000282143.2,ENSG00000207513.1,RNU1-3,snRNA,chr1,16666785,16666948,16665528,16669663,ENST00000719612.1
ENSG00000291072.2,ENSG00000207513.1,RNU1-3,snRNA,chr1,16666785,16666948,16656955,16667066,ENST00000715333.1
ENSG00000280114.1,ENSG00000236698.1,EIF1AXP1,transcribed_processed_pseudogene,chr1,16685621,16686055,16682245,16686638,ENST00000624828.1
ENSG00000282740.2,ENSG00000207389.1,RNU1-4,snRNA,chr1,16740516,16740679,16737801,16741071,ENST00000849133.1
ENSG00000290850.2,ENSG00000207389.1,RNU1-4,snRNA,chr1,16740516,16740679,16740398,16750513,ENST00000633627.1
ENSG00000058453.19,ENSG00000207389.1,RNU1-4,snRNA,chr1,16740516,16740679,16740398,16930285,ENST00000466256.6
ENSG00000058453.19,ENSG00000227684.3,CROCCP4,transcribed_unprocessed_pseudogene,chr1,16750233,16750964,16740398,16930285,ENST00000466256.6
ENSG00000058453.19,ENSG00000290851.2,ENSG00000290851,lncRNA,chr1,16754910,16770237,16740398,16930285,ENST00000466256.6
ENSG00000058453.19,ENSG00000186715.12,MST1L,transcribed_unprocessed_pseudogene,chr1,16757232,16764480,16740398,16930285,ENST00000466256.6
ENSG00000058453.19,ENSG00000223643.6,ENSG00000223643,lncRNA,chr1,16851257,16853129,16740398,16930285,ENST00000466256.6
ENSG00000058453.19,ENSG00000230239.1,PDE4DIPP9,unprocessed_pseudogene,chr1,16855407,16859284,16740398,16930285,ENST00000466256.6
ENSG00000230239.1,ENSG00000263811.1,MIR3675,miRNA,chr1,16858949,16859021,16857241,16859048,ENST00000414128.1
ENSG00000058453.19,ENSG00000263811.1,MIR3675,miRNA,chr1,16858949,16859021,16740398,16930285,ENST00000466256.6
ENSG00000058453.19,ENSG00000302843.1,ENSG00000302843,lncRNA,chr1,16859660,16907895,16740398,16930285,ENST00000466256.6
ENSG00000302843.1,ENSG00000228549.5,LINC03126,lncRNA,chr1,16870945,16883659,16860577,16907643,ENST00000789963.1
ENSG00000058453.19,ENSG00000228549.5,LINC03126,lncRNA,chr1,16870945,16883659,16740398,16930285,ENST00000466256.6
ENSG00000302843.1,ENSG00000277234.1,RNU1-5P,snRNA,chr1,16873708,16873851,16860577,16907643,ENST00000789963.1
ENSG00000228549.5,ENSG00000277234.1,RNU1-5P,snRNA,chr1,16873708,16873851,16873144,16883329,ENST00000660907.1
ENSG00000058453.19,ENSG00000277234.1,RNU1-5P,snRNA,chr1,16873708,16873851,16740398,16930285,ENST00000466256.6
ENSG00000302843.1,ENSG00000238142.5,ENSG00000238142,lncRNA,chr1,16887535,16896642,16860577,16907643,ENST00000789963.1
ENSG00000058453.19,ENSG00000238142.5,ENSG00000238142,lncRNA,chr1,16887535,16896642,16740398,16930285,ENST00000466256.6
ENSG00000302843.1,ENSG00000235241.1,ENSG00000235241,processed_pseudogene,chr1,16889095,16889602,16860577,16907643,ENST00000789963.1
ENSG00000058453.19,ENSG00000235241.1,ENSG00000235241,processed_pseudogene,chr1,16889095,16889602,16740398,16930285,ENST00000466256.6
ENSG00000302843.1,ENSG00000207005.1,RNU1-2,snRNA,chr1,16895980,16896143,16860577,16907643,ENST00000789963.1
ENSG00000238142.5,ENSG00000207005.1,RNU1-2,snRNA,chr1,16895980,16896143,16889604,16896548,ENST00000790083.1
ENSG00000058453.19,ENSG00000207005.1,RNU1-2,snRNA,chr1,16895980,16896143,16740398,16930285,ENST00000466256.6
ENSG00000302843.1,ENSG00000272426.2,ENSG00000272426,lncRNA,chr1,16904183,16904841,16860577,16907643,ENST00000789963.1
ENSG00000058453.19,ENSG00000272426.2,ENSG00000272426,lncRNA,chr1,16904183,16904841,16740398,16930285,ENST00000466256.6
ENSG00000302843.1,ENSG00000290122.2,ENSG00000290122,lncRNA,chr1,16904953,16905828,16860577,16907643,ENST00000789963.1
ENSG00000058453.19,ENSG00000290122.2,ENSG00000290122,lncRNA,chr1,16904953,16905828,16740398,16930285,ENST00000466256.6
ENSG00000117122.16,ENSG00000286898.2,ENSG00000286898,lncRNA,chr1,16976282,16977795,16975343,16978236,ENST00001093431.1
ENSG00000142619.5,ENSG00000266634.1,MIR3972,miRNA,chr1,17277889,17277975,17276877,17280349,ENST00001069418.1
ENSG00000179051.16,ENSG00000308620.1,ENSG00000308620,lncRNA,chr1,17419840,17420400,17416647,17420713,ENST00000927086.2
ENSG00000179051.16,ENSG00000290096.2,ENSG00000290096,lncRNA,chr1,17439179,17439328,17438523,17439544,ENST00000927086.2
ENSG00000302372.1,ENSG00000261781.1,LINC01654,lncRNA,chr1,18065657,18074412,18065621,18079491,ENST00000786211.1
ENSG00000117154.14,ENSG00000280222.1,ENSG00000280222,TEC,chr1,18109389,18115861,18108199,18227897,ENST00001105584.1
ENSG00000117154.14,ENSG00000293810.1,ENSG00000293810,lncRNA,chr1,18109937,18111100,18108199,18227897,ENST00001105584.1
ENSG00000117154.14,ENSG00000230035.3,IGSF21-AS1,lncRNA,chr1,18159971,18179346,18108199,18227897,ENST00001105584.1
ENSG00000117154.14,ENSG00000293766.1,ENSG00000293766,lncRNA,chr1,18176826,18205620,18108199,18227897,ENST00001105584.1
ENSG00000009709.15,ENSG00000308985.1,ENSG00000308985,lncRNA,chr1,18703629,18704264,18703297,18735631,ENST00000400661.4
ENSG00000159423.19,ENSG00000265606.1,MIR4695,miRNA,chr1,18883202,18883275,18883199,18883278,ENST00000538309.6
ENSG00000159423.19,ENSG00000221662.1,MIR1290,miRNA,chr1,18897071,18897148,18890106,18902461,ENST00000538839.6
ENSG00000040487.15,ENSG00000270728.1,ENSG00000270728,transcribed_processed_pseudogene,chr1,19297080,19297903,19288361,19305210,ENST00000973637.1
ENSG00000053371.15,ENSG00000270728.1,ENSG00000270728,transcribed_processed_pseudogene,chr1,19297080,19297903,19291834,19306017,ENST00001033955.1
ENSG00000040487.15,ENSG00000308073.1,ENSG00000308073,lncRNA,chr1,19297759,19300806,19288361,19305210,ENST00000973637.1
ENSG00000053371.15,ENSG00000308073.1,ENSG00000308073,lncRNA,chr1,19297759,19300806,19291834,19306017,ENST00001033955.1
ENSG00000053371.15,ENSG00000200403.1,RNU6-1099P,snRNA,chr1,19305076,19305182,19304387,19306017,ENST00001033956.1
ENSG00000040487.15,ENSG00000200403.1,RNU6-1099P,snRNA,chr1,19305076,19305182,19288361,19305210,ENST00000973637.1
ENSG00000077549.21,ENSG00000306364.1,ENSG00000306364,lncRNA,chr1,19408684,19411571,19404517,19419660,ENST00001030918.1
ENSG00000077549.21,ENSG00000240490.3,RN7SL277P,misc_RNA,chr1,19424384,19424671,19419751,19485435,ENST00000264202.8
ENSG00000077549.21,ENSG00000306329.1,ENSG00000306329,lncRNA,chr1,19441261,19446808,19419751,19485435,ENST00000264202.8
ENSG00000173436.17,ENSG00000306287.1,ENSG00000306287,lncRNA,chr1,19496932,19564247,19484656,19622099,ENST00000648702.2
ENSG00000306287.1,ENSG00000201609.1,RNU4-28P,snRNA,chr1,19510593,19510733,19497339,19523181,ENST00000816783.1
ENSG00000173436.17,ENSG00000201609.1,RNU4-28P,snRNA,chr1,19510593,19510733,19484656,19622099,ENST00000648702.2
ENSG00000173436.17,ENSG00000235185.2,MICOS10-DT,lncRNA,chr1,19566701,19596873,19484656,19622099,ENST00000648702.2
ENSG00000173436.17,ENSG00000226396.1,ENSG00000226396,processed_pseudogene,chr1,19608114,19608568,19597110,19611494,ENST00001094768.1
ENSG00000158747.17,ENSG00000226396.1,ENSG00000226396,processed_pseudogene,chr1,19608114,19608568,19597110,19655011,ENST00000602662.2
ENSG00000270136.6,ENSG00000226396.1,ENSG00000226396,processed_pseudogene,chr1,19608114,19608568,19597110,19622099,ENST00000602384.5
ENSG00000173436.17,ENSG00000306350.1,ENSG00000306350,lncRNA,chr1,19609524,19613288,19597110,19623473,ENST00001080137.1
ENSG00000158747.17,ENSG00000306350.1,ENSG00000306350,lncRNA,chr1,19609524,19613288,19597110,19655011,ENST00000602662.2
ENSG00000270136.6,ENSG00000306350.1,ENSG00000306350,lncRNA,chr1,19609524,19613288,19597110,19622099,ENST00000602384.5
ENSG00000169914.8,ENSG00000308515.1,ENSG00000308515,lncRNA,chr1,19883632,19889172,19882721,19890384,ENST00001003029.1
ENSG00000158816.18,ENSG00000304627.1,ENSG00000304627,lncRNA,chr1,20302372,20303001,20291089,20310575,ENST00000289815.13
ENSG00000226664.1,ENSG00000304627.1,ENSG00000304627,lncRNA,chr1,20302372,20303001,20294355,20323102,ENST00000444923.1
ENSG00000236963.10,ENSG00000226487.1,ENSG00000226487,lncRNA,chr1,20412304,20413253,20406270,20413635,ENST00000702704.1
ENSG00000117245.15,ENSG00000235432.1,ENSG00000235432,unprocessed_pseudogene,chr1,20692734,20694013,20690336,20698378,ENST00000939125.2
ENSG00000298940.1,ENSG00000233069.2,ENSG00000233069,lncRNA,chr1,20732249,20733952,20730040,20735912,ENST00000759186.1
ENSG00000075151.25,ENSG00000251914.1,RNU7-200P,snRNA,chr1,20841241,20841302,20841029,20849414,ENST00000264211.14
ENSG00000075151.25,ENSG00000221808.1,MIR1256,miRNA,chr1,20988314,20988432,20981228,21002712,ENST00000264211.14
ENSG00000075151.25,ENSG00000233072.1,RPS15AP6,processed_pseudogene,chr1,21003550,21003934,21002809,21050865,ENST00000264211.14
ENSG00000075151.25,ENSG00000236073.2,ENSG00000236073,processed_pseudogene,chr1,21073639,21073753,21050995,21089137,ENST00000684485.2
ENSG00000075151.25,ENSG00000235112.1,HSPE1P27,processed_pseudogene,chr1,21161475,21162081,21111384,21167960,ENST00000356916.7
ENSG00000117298.17,ENSG00000236936.2,ENSG00000236936,lncRNA,chr1,21262942,21267255,21260393,21272698,ENST00000415912.7
ENSG00000117298.17,ENSG00000231105.2,ECE1-AS1,lncRNA,chr1,21293290,21299874,21290157,21345375,ENST00000415912.7
ENSG00000142794.21,ENSG00000176378.8,PFN1P10,processed_pseudogene,chr1,21459756,21460082,21445220,21468440,ENST00001079825.1
ENSG00000162551.16,ENSG00000298372.1,ENSG00000298372,lncRNA,chr1,21543298,21551698,21509112,21553977,ENST00000987047.1
ENSG00000162551.16,ENSG00000289715.1,ENSG00000289715,protein_coding,chr1,21547404,21554002,21509518,21560625,ENST00000468526.1
ENSG00000090686.18,ENSG00000231978.2,ENSG00000231978,processed_pseudogene,chr1,21768269,21768575,21757784,21782823,ENST00001072075.1
ENSG00000142798.21,ENSG00000305448.1,ENSG00000305448,lncRNA,chr1,21907007,21911146,21896311,21937154,ENST00001145581.1
ENSG00000305448.1,ENSG00000232037.3,RPL21P29,processed_pseudogene,chr1,21908098,21908580,21907293,21910859,ENST00000811000.1
ENSG00000142798.21,ENSG00000232037.3,RPL21P29,processed_pseudogene,chr1,21908098,21908580,21896311,21937154,ENST00001145581.1
ENSG00000293453.2,ENSG00000283234.2,ENSG00000283234,transcribed_unitary_pseudogene,chr1,21950735,21951578,21944797,21956681,ENST00000775046.1
ENSG00000219073.8,ENSG00000273610.1,RN7SL386P,misc_RNA,chr1,21987481,21987777,21986684,21989261,ENST00000337107.11
ENSG00000285959.1,ENSG00000273610.1,RN7SL386P,misc_RNA,chr1,21987481,21987777,21986684,22005446,ENST00000650360.1
ENSG00000219073.8,ENSG00000201919.1,RNU6-1022P,snRNA,chr1,21987816,21987919,21986684,21989261,ENST00000337107.11
ENSG00000285959.1,ENSG00000201919.1,RNU6-1022P,snRNA,chr1,21987816,21987919,21986684,22005446,ENST00000650360.1
ENSG00000142789.20,ENSG00000278124.1,RN7SL186P,misc_RNA,chr1,22010650,22010946,22009858,22012449,ENST00000290122.8
ENSG00000285959.1,ENSG00000278124.1,RN7SL186P,misc_RNA,chr1,22010650,22010946,22009858,22025291,ENST00000650360.1
ENSG00000142789.20,ENSG00000201273.1,RNU6-776P,snRNA,chr1,22010985,22011088,22009858,22012449,ENST00000290122.8
ENSG00000285959.1,ENSG00000201273.1,RNU6-776P,snRNA,chr1,22010985,22011088,22009858,22025291,ENST00000650360.1
ENSG00000289694.1,ENSG00000285752.1,CDC42-AS1,lncRNA,chr1,22028317,22052927,22025373,22078428,ENST00000695855.1
ENSG00000289694.1,ENSG00000285794.1,ENSG00000285794,transcribed_processed_pseudogene,chr1,22030527,22030748,22025373,22078428,ENST00000695855.1
ENSG00000289694.1,ENSG00000230068.2,CDC42-IT1,lncRNA,chr1,22059197,22064199,22025373,22078428,ENST00000695855.1
ENSG00000070831.20,ENSG00000230068.2,CDC42-IT1,lncRNA,chr1,22059197,22064199,22052743,22078428,ENST00001127150.1
ENSG00000289694.1,ENSG00000271428.1,MPHOSPH6P1,processed_pseudogene,chr1,22068340,22068827,22025373,22078428,ENST00000695855.1
ENSG00000070831.20,ENSG00000271428.1,MPHOSPH6P1,processed_pseudogene,chr1,22068340,22068827,22052743,22078428,ENST00001127150.1
ENSG00000162552.17,ENSG00000305152.1,ENSG00000305152,lncRNA,chr1,22121816,22122471,22121577,22129615,ENST00000290167.11
ENSG00000294752.1,ENSG00000266564.1,MIR4418,miRNA,chr1,22266239,22266300,22188936,22272805,ENST00000725701.1
ENSG00000302675.1,ENSG00000234397.3,PPIAP34,processed_pseudogene,chr1,22322840,22323331,22288528,22328882,ENST00000788801.1
ENSG00000184677.20,ENSG00000302246.1,ENSG00000302246,lncRNA,chr1,22453935,22454613,22429015,22489879,ENST00000650433.1
ENSG00000184677.20,ENSG00000237200.1,ZBTB40-IT1,lncRNA,chr1,22517474,22519708,22517465,22520060,ENST00000925700.2
ENSG00000308848.1,ENSG00000173369.20,C1QB,protein_coding,chr1,22652713,22661637,22648258,22663173,ENST00000836788.1
ENSG00000133216.18,ENSG00000265422.1,MIR4684,miRNA,chr1,22719517,22719598,22711044,22781420,ENST00001122516.1
ENSG00000133216.18,ENSG00000225952.1,ENSG00000225952,lncRNA,chr1,22835713,22836849,22785077,22863036,ENST00000544305.6
ENSG00000004487.20,ENSG00000263793.1,MIR3115,miRNA,chr1,23044305,23044372,23040435,23044426,ENST00001011940.1
ENSG00000240553.1,ENSG00000263793.1,MIR3115,miRNA,chr1,23044305,23044372,23020552,23087797,ENST00000427154.1
ENSG00000004487.20,ENSG00000266802.1,ENSG00000266802,miRNA,chr1,23057858,23057934,23057566,23059072,ENST00000688680.2
ENSG00000240553.1,ENSG00000266802.1,ENSG00000266802,miRNA,chr1,23057858,23057934,23020552,23087797,ENST00000427154.1
ENSG00000169641.16,ENSG00000229010.1,ENSG00000229010,processed_pseudogene,chr1,23140325,23141142,23109651,23168765,ENST00000471849.7
ENSG00000169641.16,ENSG00000206935.1,RNU6-514P,snRNA,chr1,23162704,23162810,23109651,23168765,ENST00000471849.7
ENSG00000169641.16,ENSG00000252578.1,RNU6-135P,snRNA,chr1,23163953,23164053,23109651,23168765,ENST00000471849.7
ENSG00000169641.16,ENSG00000289014.2,ENSG00000289014,lncRNA,chr1,23166781,23167889,23109651,23168765,ENST00000471849.7
ENSG00000179546.7,ENSG00000304077.1,ENSG00000304077,lncRNA,chr1,23201152,23216626,23195002,23217463,ENST00000918575.2
ENSG00000249087.10,ENSG00000201405.1,Y_RNA,misc_RNA,chr1,23370254,23370346,23368598,23371138,ENST00000724025.1
ENSG00000204219.13,ENSG00000271420.1,ENSG00000271420,lncRNA,chr1,23378380,23379029,23371625,23381442,ENST00000898818.2
ENSG00000204219.13,ENSG00000232482.2,SSBP1P2,processed_pseudogene,chr1,23410832,23412146,23408727,23417248,ENST00000898818.2
ENSG00000307540.1,ENSG00000307580.1,ENSG00000307580,lncRNA,chr1,23539840,23554462,23527071,23572746,ENST00000826972.1
ENSG00000307540.1,ENSG00000235052.2,ENSG00000235052,lncRNA,chr1,23549139,23554388,23527071,23572746,ENST00000826972.1
ENSG00000307540.1,ENSG00000117318.11,ID3,protein_coding,chr1,23557440,23560586,23527071,23572746,ENST00000826972.1
ENSG00000307540.1,ENSG00000307609.1,ENSG00000307609,lncRNA,chr1,23562512,23562873,23527071,23572746,ENST00000826972.1
ENSG00000236810.9,ENSG00000011007.15,ELOA,protein_coding,chr1,23743153,23762059,23708262,23772110,ENST00000655402.1
ENSG00000188822.9,ENSG00000229106.1,BTBD6P1,processed_pseudogene,chr1,23901471,23902737,23875663,23913245,ENST00000374472.5
